FECHA;ACCIDENTES;PRECIPITACION_PROM;ATROPELLOS;CHOQUES;CAIDAD_OCU;VOLCAMIENTOS;OTRO;MUERTOS;DANOS;HERIDOS;SEMANA_SANTA;VAC_MITAD_ANO;FERIA_FLORES;VAC_DICIEMBRE;PERIODO;MES;DIA_NOMBRE;DIA_MUJER;DIA_MADRE
2018-09-18;125;0,000000000;13; 88; 6; 6;12;0; 66; 59;0;0;0;0;2018;septiembre;martes;0;0
2018-09-19;120;0,000000000;22; 80;10; 4; 4;0; 50; 70;0;0;0;0;2018;septiembre;miércoles;0;0
2018-09-20;103;0,000000000; 6; 70; 7; 3;17;0; 46; 57;0;0;0;0;2018;septiembre;jueves;0;0
2018-09-21;127;0,004166667;18; 91;11; 1; 6;3; 66; 58;0;0;0;0;2018;septiembre;viernes;0;0
2018-09-22;115;0,000000000; 9; 83;17; 2; 4;0; 55; 60;0;0;0;0;2018;septiembre;sábado;0;0
2018-09-23; 72;0,191666667; 6; 57; 4; 2; 3;1; 32; 39;0;0;0;0;2018;septiembre;domingo;0;0
2018-09-24;104;0,062500000; 5; 68; 8; 4;19;0; 43; 61;0;0;0;0;2018;septiembre;lunes;0;0
2018-09-25;138;0,000000000; 8;111; 1; 4;14;0; 78; 60;0;0;0;0;2018;septiembre;martes;0;0
2018-09-26;111;0,000000000; 6; 81; 2; 6;16;0; 55; 56;0;0;0;0;2018;septiembre;miércoles;0;0
2018-09-27;143;0,000000000; 6;102;10; 8;17;1; 72; 70;0;0;0;0;2018;septiembre;jueves;0;0
2018-09-28;168;0,000000000;18;126; 4; 8;12;2; 88; 78;0;0;0;0;2018;septiembre;viernes;0;0
2018-09-29;124;0,000000000;10; 89;10; 2;13;1; 66; 57;0;0;0;0;2018;septiembre;sábado;0;0
2018-09-30; 57;0,041666667; 9; 39; 2; 3; 4;1; 25; 31;0;0;0;0;2018;septiembre;domingo;0;0
2018-10-01;120;0,166666667; 8; 81;10;15; 6;2; 56; 62;0;0;0;0;2018;octubre;lunes;0;0
2018-10-02;119;0,000000000; 6; 84;10; 8;11;0; 58; 61;0;0;0;0;2018;octubre;martes;0;0
2018-10-03;123;0,004166667; 9; 88;13; 6; 7;1; 60; 62;0;0;0;0;2018;octubre;miércoles;0;0
2018-10-04;138;0,000000000;13; 95;11; 7;12;0; 62; 76;0;0;0;0;2018;octubre;jueves;0;0
2018-10-05;136;0,000000000;12; 97;14; 4; 9;1; 75; 60;0;0;0;0;2018;octubre;viernes;0;0
2018-10-06;109;0,000000000; 8; 76;12; 4; 9;0; 54; 55;0;0;0;0;2018;octubre;sábado;0;0
2018-10-07; 74;0,000000000;11; 56; 2; 1; 4;1; 33; 40;0;0;0;0;2018;octubre;domingo;0;0
2018-10-08;110;0,000000000; 5; 77;11; 5;12;1; 54; 55;0;0;0;0;2018;octubre;lunes;0;0
2018-10-09;126;0,000000000;10; 94; 8; 6; 8;0; 73; 53;0;0;0;0;2018;octubre;martes;0;0
2018-10-10;110;0,000000000; 5; 76;13; 6;10;0; 54; 56;0;0;0;0;2018;octubre;miércoles;0;0
2018-10-11;119;0,000000000;10; 84;13; 2;10;1; 49; 69;0;0;0;0;2018;octubre;jueves;0;0
2018-10-12;138;0,000000000;20;104; 6; 0; 8;1; 73; 64;0;0;0;0;2018;octubre;viernes;0;0
2018-10-13;107;0,000000000;13; 79; 4; 4; 7;1; 47; 59;0;0;0;0;2018;octubre;sábado;0;0
2018-10-14; 67;0,000000000; 5; 43; 6; 4; 9;1; 24; 42;0;0;0;0;2018;octubre;domingo;0;0
2018-10-15; 59;0,000000000; 8; 39; 4; 1; 7;0; 25; 34;0;0;0;0;2018;octubre;lunes;0;0
2018-10-16;115;0,000000000; 7; 81;12; 3;11;1; 56; 58;0;0;0;0;2018;octubre;martes;0;0
2018-10-17;123;0,000000000; 8; 95;10; 2; 8;1; 70; 52;0;0;0;0;2018;octubre;miércoles;0;0
2018-10-18;118;0,000000000;11; 73;16; 4;14;0; 49; 69;0;0;0;0;2018;octubre;jueves;0;0
2018-10-19;119;0,000000000;12; 82;15; 2; 8;0; 62; 57;0;0;0;0;2018;octubre;viernes;0;0
2018-10-20;126;0,000000000; 7; 95;14; 3; 7;1; 67; 58;0;0;0;0;2018;octubre;sábado;0;0
2018-10-21; 65;0,000000000; 6; 45; 9; 1; 4;0; 32; 33;0;0;0;0;2018;octubre;domingo;0;0
2018-10-22;111;0,000000000;17; 75; 9; 2; 8;1; 56; 54;0;0;0;0;2018;octubre;lunes;0;0
2018-10-23;107;0,000000000;10; 78; 7; 2;10;0; 60; 47;0;0;0;0;2018;octubre;martes;0;0
2018-10-24;122;0,000000000;15; 83;11; 1;12;1; 65; 56;0;0;0;0;2018;octubre;miércoles;0;0
2018-10-25;133;0,000000000; 9; 98; 9; 3;14;0; 75; 58;0;0;0;0;2018;octubre;jueves;0;0
2018-10-26;123;0,000000000;12; 75;13; 9;14;1; 54; 68;0;0;0;0;2018;octubre;viernes;0;0
2018-10-27;116;0,383333333; 9; 81;11; 3;12;0; 57; 59;0;0;0;0;2018;octubre;sábado;0;0
2018-10-28; 67;0,241666667; 9; 47; 5; 2; 4;0; 26; 41;0;0;0;0;2018;octubre;domingo;0;0
2018-10-29;130;0,008333333;10; 93;13; 3;11;2; 60; 68;0;0;0;0;2018;octubre;lunes;0;0
2018-10-30;162;0,000000000;12;107;17; 4;22;0; 65; 97;0;0;0;0;2018;octubre;martes;0;0
2018-10-31;146;0,000000000;10;106; 7; 6;17;0; 73; 73;0;0;0;0;2018;octubre;miércoles;0;0
2018-11-01;127;0,112500000;15; 88; 7; 3;14;1; 62; 64;0;0;0;0;2018;noviembre;jueves;0;0
2018-11-02;128;0,000000000; 8; 92;12; 6;10;1; 61; 66;0;0;0;0;2018;noviembre;viernes;0;0
2018-11-03;132;0,004166667; 6; 90;11; 4;21;2; 66; 64;0;0;0;0;2018;noviembre;sábado;0;0
2018-11-04; 73;0,000000000; 9; 52; 3; 1; 8;1; 33; 39;0;0;0;0;2018;noviembre;domingo;0;0
2018-11-05; 67;0,000000000; 5; 49; 6; 3; 4;0; 34; 33;0;0;0;0;2018;noviembre;lunes;0;0
2018-11-06;153;0,000000000;13;121; 7; 4; 8;0; 95; 58;0;0;0;0;2018;noviembre;martes;0;0
2018-11-07;107;0,016666667;10; 84; 3; 2; 8;2; 60; 45;0;0;0;0;2018;noviembre;miércoles;0;0
2018-11-08;113;0,091666667;12; 81; 9; 3; 8;0; 56; 57;0;0;0;0;2018;noviembre;jueves;0;0
2018-11-09;114;0,000000000; 7; 80;11; 5;11;0; 60; 54;0;0;0;0;2018;noviembre;viernes;0;0
2018-11-10; 95;0,012500000; 6; 78; 3; 5; 3;0; 56; 39;0;0;0;0;2018;noviembre;sábado;0;0
2018-11-11; 65;0,070833333; 8; 45; 6; 3; 3;1; 29; 35;0;0;0;0;2018;noviembre;domingo;0;0
2018-11-12; 70;0,000000000;13; 41;10; 2; 4;1; 26; 43;0;0;0;0;2018;noviembre;lunes;0;0
2018-11-13;156;0,004166667;10;130; 6; 3; 7;0;103; 53;0;0;0;0;2018;noviembre;martes;0;0
2018-11-14;121;0,000000000;10; 90; 6; 7; 7;1; 68; 52;0;0;0;0;2018;noviembre;miércoles;0;0
2018-11-15;109;0,000000000;10; 81;10; 4; 4;0; 62; 47;0;0;0;0;2018;noviembre;jueves;0;0
2018-11-16;134;0,000000000; 9;112; 6; 1; 6;1; 85; 48;0;0;0;0;2018;noviembre;viernes;0;0
2018-11-17;118;0,000000000; 9; 90; 8; 3; 8;2; 70; 46;0;0;0;0;2018;noviembre;sábado;0;0
2018-11-18; 72;0,000000000;10; 52; 5; 0; 5;0; 30; 42;0;0;0;0;2018;noviembre;domingo;0;0
2018-11-19;136;0,012500000;12; 96;12; 4;12;1; 69; 66;0;0;0;0;2018;noviembre;lunes;0;0
2018-11-20;137;0,000000000; 8;103;12; 6; 8;0; 68; 69;0;0;0;0;2018;noviembre;martes;0;0
2018-11-21;117;0,000000000;14; 84;10; 3; 6;0; 54; 63;0;0;0;0;2018;noviembre;miércoles;0;0
2018-11-22; 99;0,000000000; 4; 78;12; 1; 4;0; 49; 50;0;0;0;0;2018;noviembre;jueves;0;0
2018-11-23;131;0,091666667;12; 94;10; 4;11;0; 69; 62;0;0;0;0;2018;noviembre;viernes;0;0
2018-11-24;118;0,008333333;10; 87; 7; 3;11;0; 60; 58;0;0;0;0;2018;noviembre;sábado;0;0
2018-11-25; 73;0,004166667; 6; 49; 6; 1;11;0; 36; 37;0;0;0;0;2018;noviembre;domingo;0;0
2018-11-26;119;0,020833333;10; 78;11; 5;15;0; 63; 56;0;0;0;0;2018;noviembre;lunes;0;0
2018-11-27;115;0,095833333; 6; 78;12; 6;13;0; 56; 59;0;0;0;0;2018;noviembre;martes;0;0
2018-11-28;116;0,000000000;11; 82; 8; 0;15;0; 55; 61;0;0;0;0;2018;noviembre;miércoles;0;0
2018-11-29; 97;0,000000000; 6; 67;14; 4; 6;1; 43; 53;0;0;0;0;2018;noviembre;jueves;0;0
2018-11-30; 54;0,120833333; 4; 29; 6; 4;11;1;  5; 48;0;0;0;0;2018;noviembre;viernes;0;0
2018-12-01;126;0,000000000;10; 93;12; 1;10;2; 60; 64;0;0;0;1;2018;diciembre;sábado;0;0
2018-12-02; 77;0,070833333; 7; 55; 4; 4; 7;0; 38; 39;0;0;0;1;2018;diciembre;domingo;0;0
2018-12-03;128;0,312500000; 9; 96;11; 2;10;1; 64; 63;0;0;0;1;2018;diciembre;lunes;0;0
2018-12-04;134;0,020833333; 7; 97;13; 6;11;1; 73; 60;0;0;0;1;2018;diciembre;martes;0;0
2018-12-05;128;0,000000000; 8;103; 9; 1; 7;0; 67; 61;0;0;0;1;2018;diciembre;miércoles;0;0
2018-12-06;147;0,016666667;10;118; 8; 1;10;0; 75; 72;0;0;0;1;2018;diciembre;jueves;0;0
2018-12-07;122;0,041666667;10;100; 4; 4; 4;1; 72; 49;0;0;0;1;2018;diciembre;viernes;0;0
2018-12-08; 76;0,025000000; 8; 54; 5; 5; 4;1; 42; 33;0;0;0;1;2018;diciembre;sábado;0;0
2018-12-09; 78;0,133333333;15; 47; 6; 3; 7;1; 22; 55;0;0;0;1;2018;diciembre;domingo;0;0
2018-12-10;132;0,008333333; 8; 96; 9; 2;17;1; 74; 57;0;0;0;1;2018;diciembre;lunes;0;0
2018-12-11;121;0,033333333; 7; 91; 9; 3;10;1; 57; 63;0;0;0;1;2018;diciembre;martes;0;0
2018-12-12;157;0,000000000;16;101;13;11;16;2; 73; 82;0;0;0;1;2018;diciembre;miércoles;0;0
2018-12-13;126;0,000000000; 7;105; 5; 5; 4;1; 79; 46;0;0;0;1;2018;diciembre;jueves;0;0
2018-12-14;110;0,000000000; 9; 89; 3; 4; 5;0; 62; 48;0;0;0;1;2018;diciembre;viernes;0;0
2018-12-15; 97;0,000000000; 7; 72; 8; 3; 7;0; 47; 50;0;0;0;1;2018;diciembre;sábado;0;0
2018-12-16; 94;0,154166667;16; 58; 7; 2;11;0; 32; 62;0;0;0;1;2018;diciembre;domingo;0;0
2018-12-17;112;0,012500000;10; 73;13; 3;13;0; 44; 68;0;0;0;1;2018;diciembre;lunes;0;0
2018-12-18;121;0,000000000; 6; 96; 8; 2; 9;1; 72; 48;0;0;0;1;2018;diciembre;martes;0;0
2018-12-19;116;0,425000000;18; 82; 4; 3; 9;2; 52; 62;0;0;0;1;2018;diciembre;miércoles;0;0
2018-12-20;135;0,020833333;12; 98;11; 4;10;1; 69; 65;0;0;0;1;2018;diciembre;jueves;0;0
2018-12-21;131;0,033333333; 8;108; 5; 5; 5;2; 75; 54;0;0;0;1;2018;diciembre;viernes;0;0
2018-12-22;113;0,012500000;12; 76;10; 7; 8;1; 43; 69;0;0;0;1;2018;diciembre;sábado;0;0
2018-12-23; 90;0,012500000;11; 65; 8; 1; 5;0; 42; 48;0;0;0;1;2018;diciembre;domingo;0;0
2018-12-24;121;0,329166667;13; 86; 7; 6; 9;2; 65; 54;0;0;0;1;2018;diciembre;lunes;0;0
2018-12-25; 76;0,000000000;17; 47; 3; 2; 7;2; 22; 52;0;0;0;1;2018;diciembre;martes;0;0
2018-12-26;112;0,000000000;11; 84; 7; 4; 6;2; 51; 59;0;0;0;1;2018;diciembre;miércoles;0;0
2018-12-27;104;0,000000000;13; 77; 3; 2; 9;1; 59; 44;0;0;0;1;2018;diciembre;jueves;0;0
2018-12-28;104;0,000000000; 6; 84; 6; 1; 7;0; 52; 52;0;0;0;1;2018;diciembre;viernes;0;0
2018-12-29; 88;0,000000000;15; 59; 4; 3; 7;0; 31; 57;0;0;0;1;2018;diciembre;sábado;0;0
2018-12-30; 57;0,000000000; 5; 33; 7; 2;10;0; 25; 32;0;0;0;1;2018;diciembre;domingo;0;0
2018-12-31; 76;0,000000000; 8; 50; 6; 2;10;0; 28; 48;0;0;0;1;2018;diciembre;lunes;0;0
