X,Y,OBJECTID,RADICADO,FECHA,HORA,DIA,PERIODO,CLASE,DIRECCION,DIRECCION_ENC,CBML,TIPO_GEOCOD,GRAVEDAD,BARRIO,COMUNA,DISENO,DIA_NOMBRE,MES,MES_NOMBRE,X_MAGNAMED,Y_MAGNAMED,LONGITUD,LATITUD
-75.6058873684679,6.22275163091513,753145,1705201,2020/01/26 00:00:00+00,11:30:00,26,2020,Caida Ocupante,CR 83 CL 17,CR  083   017  000 00000,1612,Malla vial,HERIDO,La Gloria,Belén,Lote o Predio,DOMINGO  ,01,ENERO     ,830840.14,1180102.79,-75.60588737,6.22275163
-75.568099074723,6.27759162711634,753146,1705582,2020/01/26 00:00:00+00,11:50:00,26,2020,Choque,CR 60 CL 58,CR  060   058  000 00000,0405,Malla vial aproximada: CR 60-59,SOLO DAÑOS,Moravia,Aranjuez,Tramo de via,DOMINGO  ,01,ENERO     ,835023.12,1186168.67,-75.56809908,6.27759163
-75.5553521484593,6.27918900201119,753147,1705190,2020/01/26 00:00:00+00,12:00:00,26,2020,Otro,CL 86 CR 48,CL  086   048  000 00000,0411,Malla vial,HERIDO,Las Esmeraldas,Aranjuez,Lote o Predio,DOMINGO  ,01,ENERO     ,836433.98,1186345.37,-75.55535215,6.279189
-75.5827077732772,6.29326959228978,753148,1705203,2020/01/26 00:00:00+00,12:00:00,26,2020,Atropello,CR 79 A CL 95,CR  079 A   095  000 00000,0608,EPM con Interior,HERIDO,Picacho,Doce de Octubre,Interseccion,DOMINGO  ,01,ENERO     ,833406.25,1187902.9,-75.58270777,6.29326959
-75.5527303831005,6.28424320433348,753149,1705182,2020/01/26 00:00:00+00,12:10:00,26,2020,Choque,CL 93 CR 45 A,CL  093   045 A  000 00000,0401,Malla vial,HERIDO,Berlin,Aranjuez,Interseccion,DOMINGO  ,01,ENERO     ,836724.15,1186904.44,-75.55273038,6.2842432
-75.5706162555544,6.27608112387564,753150,1705415,2020/01/26 00:00:00+00,12:15:00,26,2020,Choque,CR 64 C CL 78,CR  064 C   078  000 00000,0516,Malla vial aproximada: CR 64A-78,SOLO DAÑOS,Terminal de Transporte,Castilla,Tramo de via,DOMINGO  ,01,ENERO     ,834744.51,1186001.59,-75.57061626,6.27608112
-75.5630178277252,6.24134287012022,753151,1705569,2020/01/26 00:00:00+00,12:25:00,26,2020,Choque,CR 39 B CL 44,CR  039 B   044  000 00000,0912,Malla vial,SOLO DAÑOS,El Salvador,Buenos Aires,Tramo de via,DOMINGO  ,01,ENERO     ,835585.54,1182159.06,-75.56301783,6.24134287
-75.6322989980699,6.23216077145259,753152,1705151,2020/01/26 00:00:00+00,12:30:00,26,2020,Volcamiento,CL 31 A CR 113,CL  031 A   113  000 00000,7086,Malla vial aproximada: CL 30-112,HERIDO,Suburbano Aguas Frias,Corregimiento de Altavista,Lote o Predio,DOMINGO  ,01,ENERO     ,827916.66,1181143.87,-75.632299,6.23216077
-75.5656937260184,6.21681887718177,753153,1705665,2020/01/26 00:00:00+00,12:30:00,26,2020,Choque,CL 17 CR 37 A,CL  017   037 A  000 00000,1404,Malla vial,SOLO DAÑOS,Castropol,El Poblado,Tramo de via,DOMINGO  ,01,ENERO     ,835289.34,1179446.37,-75.56569373,6.21681888
-75.5900453141133,6.28649318918837,753154,1705146,2020/01/26 00:00:00+00,12:40:00,26,2020,Choque,CR 88 CL 78 A,CR  088   078 A  000 00000,0711,Malla vial,HERIDO,El Diamante,Robledo,Lote o Predio,DOMINGO  ,01,ENERO     ,832594.1,1187153.37,-75.59004531,6.28649319
-75.5705612624085,6.29542158518158,753155,1704928,2020/01/26 00:00:00+00,12:40:00,26,2020,Choque,CR 68 CL 100,CR  068   100  000 00000,0509,Malla vial,HERIDO,Girardot,Castilla,Interseccion,DOMINGO  ,01,ENERO     ,834750.62,1188140.91,-75.57056126,6.29542158
-75.5791424709608,6.25163426281325,753156,1705315,2020/01/26 00:00:00+00,01:10:00,26,2020,Choque,CR 63 CL 48,CR  063   048  000 00000,1102,Malla vial,SOLO DAÑOS,Suramericana,Laureles Estadio,Tramo de via,DOMINGO  ,01,ENERO     ,833800.73,1183297.45,-75.57914247,6.25163426
-75.5665387575526,6.24886264432826,753157,1705013,2020/01/26 00:00:00+00,01:15:00,26,2020,Choque,CR 48 CL 50,CR  048   050  000 00000,1019,Malla vial,SOLO DAÑOS,La Candelaria,La Candelaria,Interseccion,DOMINGO  ,01,ENERO     ,835195.81,1182990.85,-75.56653876,6.24886264
-75.5880054059707,6.27860131278791,753158,1704948,2020/01/26 00:00:00+00,01:20:00,26,2020,Choque,CR 80 CL 77,CR  080   077  000 00000,0715,Malla vial aproximada: CR 80-76,HERIDO,Villa Flora,Robledo,Interseccion,DOMINGO  ,01,ENERO     ,832819.84,1186280.41,-75.58800541,6.27860131
-75.5539949196909,6.24045082813692,753159,1705152,2020/01/26 00:00:00+00,01:45:00,26,2020,Volcamiento,CR 31 CL 48,CR  031   048  000 00000,0907,Malla vial,HERIDO,Buenos Aires,Buenos Aires,Lote o Predio,DOMINGO  ,01,ENERO     ,836584.29,1182060.4,-75.55399492,6.24045083
-75.5663597687906,6.20987678836725,753160,1705400,2020/01/26 00:00:00+00,01:50:00,26,2020,Choque,CL 10 A CR 37,CL  010 A   037  000 00000,1418,Malla vial,SOLO DAÑOS,El Poblado,El Poblado,Interseccion,DOMINGO  ,01,ENERO     ,835215.61,1178678.48,-75.56635977,6.20987679
-75.585201334501,6.20321926761992,753161,1705583,2020/01/26 00:00:00+00,01:55:00,26,2020,Choque,CR 51 CL 6 Sur,CR  051  S 006  000 00000,1510,Malla vial,SOLO DAÑOS,Guayabal,Guayabal,Tramo de via,DOMINGO  ,01,ENERO     ,833129.88,1177942.11,-75.58520134,6.20321927
-75.5502770590379,6.25726709947473,753162,1705086,2020/01/26 00:00:00+00,02:00:00,26,2020,Atropello,CR 37 CL 66,CR  037   066  000 00000,0801,Malla vial,HERIDO,Villa Hermosa,Villa Hermosa,Tramo de via,DOMINGO  ,01,ENERO     ,836995.77,1183920.52,-75.55027706,6.2572671
-75.5716111949052,6.18581209828381,753163,1705402,2020/01/26 00:00:00+00,02:00:00,26,2020,Choque,CL 16 A Sur CR 35,CL S 016 A   035  000 00000,1414,Malla vial,SOLO DAÑOS,El Castillo,El Poblado,Interseccion,DOMINGO  ,01,ENERO     ,834634.26,1176016.6,-75.5716112,6.1858121
-75.5423274944775,6.29982384300946,753164,1705196,2020/01/26 00:00:00+00,02:15:00,26,2020,Volcamiento,CR 30 CL 111,CR  030   111  000 00000,0102,Malla vial,HERIDO,Santo Domingo Savio No. 2,Popular,Tramo de via,DOMINGO  ,01,ENERO     ,837875.48,1188627.91,-75.54232749,6.29982384
-75.6139302210846,6.25838224424228,753165,1705371,2020/01/26 00:00:00+00,02:27:00,26,2020,Choque,CR 99 CL 47 E,CR  099   047 E  000 00000,1308,Malla vial,SOLO DAÑOS,San Javier No.2,San Javier,Tramo de via,DOMINGO  ,01,ENERO     ,829950.21,1184044.1,-75.61393022,6.25838224
-75.5898234609432,6.19768250406956,753166,1705401,2020/01/26 00:00:00+00,02:30:00,26,2020,Choque,CR 52 CL 12 Sur,CR  052  S 012  000 00000,1510,Malla vial,SOLO DAÑOS,Guayabal,Guayabal,Tramo de via,DOMINGO  ,01,ENERO     ,832618.19,1177329.69,-75.58982346,6.1976825
-75.5477935267494,6.27794683140104,753167,1705195,2020/01/26 00:00:00+00,02:40:00,26,2020,Volcamiento,CR 39 CL 86,CR  039   086  000 00000,0302,Malla vial,HERIDO,Las Granjas,Manrique,Lote o Predio,DOMINGO  ,01,ENERO     ,837270.59,1186207.99,-75.54779353,6.27794683
-75.5590475543004,6.20908336636332,753168,1705350,2020/01/26 00:00:00+00,02:50:00,26,2020,Choque,CR 30 CL 10,CR  030   010  000 00000,1407,Malla vial,SOLO DAÑOS,Las Lomas No.2,El Poblado,Tramo de via,DOMINGO  ,01,ENERO     ,836025.05,1178590.72,-75.55904755,6.20908337
-75.5526399919949,6.29374030758167,753169,1705571,2020/01/26 00:00:00+00,03:00:00,26,2020,Choque,CL 104 CR 46 A,CL  104   046 A  000 00000,0207,Malla vial,SOLO DAÑOS,Villa del Socorro,Santa Cruz,Tramo de via,DOMINGO  ,01,ENERO     ,836734.13,1187954.95,-75.55263999,6.29374031
-75.5718174169804,6.21982171517416,753170,1704954,2020/01/26 00:00:00+00,03:10:00,26,2020,Volcamiento,CR 43 F CL 18,CR  043 F   018  000 00000,1403,Malla vial,HERIDO,Villa Carlota,El Poblado,Tramo de via,DOMINGO  ,01,ENERO     ,834611.48,1179778.53,-75.57181742,6.21982172
-75.5654255146472,6.30709313486066,753171,1705197,2020/01/26 00:00:00+00,03:30:00,26,2020,Caida Ocupante,CL 112 CR 67,CL  112   067  000 00000,0504,Malla vial,HERIDO,Tejelo,Castilla,Lote o Predio,DOMINGO  ,01,ENERO     ,835319.04,1189431.94,-75.56542552,6.30709314
-75.5843713994169,6.28574451652613,753172,1705154,2020/01/26 00:00:00+00,03:40:00,26,2020,Caida Ocupante,CR 80 CL 81,CR  080   081  000 00000,0710,Malla vial,HERIDO,López de Mesa,Robledo,Lote o Predio,DOMINGO  ,01,ENERO     ,833222.09,1187070.53,-75.5843714,6.28574452
-75.5714897126716,6.2450050365729,753173,1705587,2020/01/26 00:00:00+00,04:00:00,26,2020,Choque,CL 44 CR 52,CL  044   052  000 00000,1007,Malla vial,SOLO DAÑOS,Guayaquil,La Candelaria,Tramo de via,DOMINGO  ,01,ENERO     ,834647.79,1182564.15,-75.57148971,6.24500504
-75.5980755751118,6.25724049274178,753174,1705090,2020/01/26 00:00:00+00,04:10:00,26,2020,Otro,CR 80 CL 47,CR  080   047  000 00000,1112,Malla vial,HERIDO,El Velódromo,Laureles Estadio,Tramo de via,DOMINGO  ,01,ENERO     ,831705.1,1183917.67,-75.59807558,6.25724049
-75.565031469824,6.25946901803154,753175,1704960,2020/01/26 00:00:00+00,04:28:00,26,2020,Choque,CR 51 CL 61,CR  051   061  000 00000,1001,Malla vial,HERIDO,Prado,La Candelaria,Interseccion,DOMINGO  ,01,ENERO     ,835362.65,1184164.06,-75.56503147,6.25946902
-75.6023375279913,6.2359357947358,753176,1705573,2020/01/26 00:00:00+00,04:35:00,26,2020,Choque,CR 81 CL 32 C,CR  081   032 C  000 00000,1619,Malla vial,SOLO DAÑOS,Miravalle,Belén,Interseccion,DOMINGO  ,01,ENERO     ,831233.19,1181561.11,-75.60233753,6.23593579
-75.5377224336648,6.23318766925595,753177,1705088,2020/01/26 00:00:00+00,05:00:00,26,2020,Otro,CL 52 CR 10,CL  052   010  000 00000,0813,Malla vial,HERIDO,Villatina,Villa Hermosa,Lote o Predio,DOMINGO  ,01,ENERO     ,838385.54,1181257.06,-75.53772243,6.23318767
-75.6129236104571,6.28913123953298,753178,1705192,2020/01/26 00:00:00+00,05:00:00,26,2020,Atropello,CR 103 CL 70 E,CR  103   070 E  000 00000,6098,Malla vial aproximada: CR 102-69,HERIDO,Área de Expansión Pajarito,Corregimiento de San Cristóbal,Lote o Predio,DOMINGO  ,01,ENERO     ,830061.94,1187445.35,-75.61292361,6.28913124
-75.5930016964877,6.28390023285307,753179,1705183,2020/01/26 00:00:00+00,05:50:00,26,2020,Caida Ocupante,CL 77 C CR 90,CL  077 C   090  000 00000,0713,Malla vial aproximada: CL 77A-90,HERIDO,Aures No.1,Robledo,Tramo de via,DOMINGO  ,01,ENERO     ,832266.87,1186866.57,-75.5930017,6.28390023
-75.5982769848234,6.25630370641398,753180,1705358,2020/01/26 00:00:00+00,06:00:00,26,2020,Choque,CR 80 CL 46,CR  080   046  000 00000,1112,Malla vial,SOLO DAÑOS,El Velódromo,Laureles Estadio,Tramo de via,DOMINGO  ,01,ENERO     ,831682.8,1183814.05,-75.59827699,6.25630371
-75.5950598400804,6.2110162023129,753181,1705098,2020/01/26 00:00:00+00,06:00:00,26,2020,Caida Ocupante,DG 75 B CL 1,DG  075 B   001  000 00000,1607,Malla vial,HERIDO,Diego Echavarría,Belén,Tramo de via,DOMINGO  ,01,ENERO     ,832038.61,1178804.61,-75.59505984,6.2110162
-75.5782964674588,6.22585963056199,753182,1705189,2020/01/26 00:00:00+00,06:00:00,26,2020,Otro,CL 25 CR 52,CL  025   052  000 00000,1503,Malla vial,HERIDO,Trinidad,Guayabal,Tramo de via,DOMINGO  ,01,ENERO     ,833894.3,1180446.42,-75.57829647,6.22585963
-75.5736646819182,6.27542980643721,753183,1705869,2020/01/26 00:00:00+00,06:10:00,26,2020,Choque,TV 78 CR 65,TV  078   065  000 00000,0519,Malla vial,SOLO DAÑOS,El Progreso,Castilla,Interseccion,DOMINGO  ,01,ENERO     ,834407.1,1185929.55,-75.57366468,6.27542981
-75.5601126697657,6.27385726788477,753184,1704958,2020/01/26 00:00:00+00,06:35:00,26,2020,Choque,CL 80 CR 50 B,CL  080   050 B  000 00000,0414,Malla vial,HERIDO,Brasilia,Aranjuez,Tramo de via,DOMINGO  ,01,ENERO     ,835907.08,1185755.6,-75.56011267,6.27385727
-75.6135864105921,6.23244950360872,753185,1704968,2020/01/26 00:00:00+00,07:00:00,26,2020,Choque,CL 30 C CR 89 A,CL  030 C   089 A  000 00000,1616,Malla vial,HERIDO,Las Violetas,Belén,Tramo de via,DOMINGO  ,01,ENERO     ,829988,1181175.58,-75.61358641,6.2324495
-75.5538510864192,6.2494980766379,753186,1705136,2020/01/26 00:00:00+00,07:00:00,26,2020,Otro,CL 58 CR 36,CL  058   036  000 00000,0808,Malla vial,HERIDO,Enciso,Villa Hermosa,Lote o Predio,DOMINGO  ,01,ENERO     ,836600.19,1183061.15,-75.55385109,6.24949808
-75.5730406224944,6.25632793377029,753187,1705184,2020/01/26 00:00:00+00,07:15:00,26,2020,Choque,CL 55 CR 57 A,CL  055   057 A  000 00000,1006,Malla vial aproximada: CL 55-57,HERIDO,San Benito,La Candelaria,Interseccion,DOMINGO  ,01,ENERO     ,834476.14,1183816.62,-75.57304062,6.25632793
-75.5670624757885,6.29175615217787,753188,1705135,2020/01/26 00:00:00+00,07:20:00,26,2020,Caida Ocupante,CR 64 C CL 98,CR  064 C   098  000 00000,0510,Malla vial aproximada: CR 64-97,HERIDO,Tricentenario,Castilla,Lote o Predio,DOMINGO  ,01,ENERO     ,835137.86,1187735.46,-75.56706248,6.29175615
-75.5894017803832,6.24452147607186,753189,1705939,2020/01/31 00:00:00+00,06:30:00,31,2020,Choque,CR 70 CL 1,CR  070   001  000 00000,1107,Malla vial,HERIDO,Bolivariana,Laureles Estadio,Tramo de via,VIERNES  ,01,ENERO     ,832665.11,1182510.72,-75.58940178,6.24452148
-75.613145353792,6.28448450750612,753190,1705843,2020/01/31 00:00:00+00,06:50:00,31,2020,Atropello,CL 66 CR 103 B,CL  066   103 B  000 00000,6098,Malla vial cruce invertido,HERIDO,Área de Expansión Pajarito,Corregimiento de San Cristóbal,Lote o Predio,VIERNES  ,01,ENERO     ,830037.35,1186931.36,-75.61314535,6.28448451
-75.5559826214456,6.25136940402996,753191,1705783,2020/01/31 00:00:00+00,07:00:00,31,2020,Choque,CR 39 CL 59 A,CR  039   059 A  000 00000,1017,Malla vial,HERIDO,Los Ángeles,La Candelaria,Interseccion,VIERNES  ,01,ENERO     ,836364.25,1183268.14,-75.55598262,6.2513694
-75.5500488272619,6.2835615746357,753192,1705779,2020/01/31 00:00:00+00,07:20:00,31,2020,Atropello,CL 92 CR 42 B,CL  092   042 B  000 00000,0301,Malla vial,HERIDO,La Salle,Manrique,Lote o Predio,VIERNES  ,01,ENERO     ,837020.95,1186829.05,-75.55004883,6.28356158
-75.5535198513863,6.27619919151708,753193,1706000,2020/01/31 00:00:00+00,07:30:00,31,2020,Choque,CR 45 CL 84,CR  045   084  000 00000,0303,Malla vial,SOLO DAÑOS,Campo Valdés No. 2,Manrique,Interseccion,VIERNES  ,01,ENERO     ,836636.79,1186014.66,-75.55351985,6.27619919
-75.7038158742467,6.22180566397042,753194,1706176,2020/01/31 00:00:00+00,07:30:00,31,2020,Choque,CR 62 CL 91,CR  062   091  000 00000,,No Ubicada,SOLO DAÑOS,,Sin Inf,Tramo de via,VIERNES  ,01,ENERO     ,820000,1180000,-75.70381587,6.22180566
-75.5841659859607,6.28443248049195,753195,1706013,2020/01/31 00:00:00+00,07:40:00,31,2020,Choque,CL 80 CR 80,CL  080   080  000 00000,0711,Malla vial,SOLO DAÑOS,El Diamante,Robledo,Glorieta,VIERNES  ,01,ENERO     ,833244.82,1186925.4,-75.58416599,6.28443248
-75.5541766563428,6.26420448895854,753196,1705815,2020/01/31 00:00:00+00,08:00:00,31,2020,Choque,CR 44 CL 69,CR  044   069  000 00000,0307,Malla vial,HERIDO,Manrique Central No. 2,Manrique,Tramo de via,VIERNES  ,01,ENERO     ,836564.12,1184687.88,-75.55417666,6.26420449
-75.6055675694934,6.25907590727255,753197,1705789,2020/01/31 00:00:00+00,08:15:00,31,2020,Choque,CL 48 A CR 90,CL  048 A   090  000 00000,1206,Malla vial aproximada: CL 48-89,HERIDO,Santa Lucía,La América,Interseccion,VIERNES  ,01,ENERO     ,830875.85,1184120.75,-75.60556757,6.25907591
-75.5949048687194,6.27215312061722,753198,1705790,2020/01/31 00:00:00+00,08:30:00,31,2020,Choque,CL 60 CR 80,CL  060   080  000 00000,0712,Malla vial,HERIDO,Aures No. 2,Robledo,Tramo de via,VIERNES  ,01,ENERO     ,832056.15,1185567.19,-75.59490487,6.27215312
-75.5934597191862,6.24977911957279,753199,1705923,2020/01/31 00:00:00+00,08:30:00,31,2020,Choque,CL 44 CR 74,CL  044   074  000 00000,1117,Malla vial,HERIDO,Florida Nueva,Laureles Estadio,Tramo de via,VIERNES  ,01,ENERO     ,832215.97,1183092.31,-75.59345972,6.24977912
-75.5930608514936,6.27336853281973,753200,1705931,2020/01/31 00:00:00+00,08:40:00,31,2020,Choque,CL 65 CR 80,CL  065   080  000 00000,0705,Malla vial,HERIDO,Facultad de Minas U. Nacional,Robledo,Lote o Predio,VIERNES  ,01,ENERO     ,832260.26,1185701.62,-75.59306085,6.27336853
-75.7038158742467,6.22180566397042,753201,1706002,2020/01/31 00:00:00+00,08:40:00,31,2020,Choque,CR 62 CL 94,CR  062   094  000 00000,,No Ubicada,SOLO DAÑOS,,Sin Inf,Lote o Predio,VIERNES  ,01,ENERO     ,820000,1180000,-75.70381587,6.22180566
-75.5565544695126,6.2588994025872,753202,1705982,2020/01/31 00:00:00+00,08:50:00,31,2020,Choque,CL 65 CR 45,CL  065   045  000 00000,0802,Malla vial,SOLO DAÑOS,La Mansión,Villa Hermosa,Interseccion,VIERNES  ,01,ENERO     ,836300.94,1184101.06,-75.55655447,6.2588994
-75.5841934476148,6.2227310831142,753203,1705803,2020/01/31 00:00:00+00,09:00:00,31,2020,Choque,CR 65 CL 20,CR  065   020  000 00000,1504,Malla vial,HERIDO,Santa Fé,Guayabal,Tramo de via,VIERNES  ,01,ENERO     ,833241.53,1180100.38,-75.58419345,6.22273108
-75.5838893432422,6.22459786103975,753204,1705914,2020/01/31 00:00:00+00,09:00:00,31,2020,Choque,CR 65 CL 23,CR  065   023  000 00000,1503,Malla vial,MUERTO,Trinidad,Guayabal,Interseccion,VIERNES  ,01,ENERO     ,833275.2,1180306.87,-75.58388934,6.22459786
-75.7038158742467,6.22180566397042,753205,1705922,2020/01/31 00:00:00+00,09:00:00,31,2020,Choque,CR 58 CL 94,CR  058   094  000 00000,,No Ubicada,HERIDO,,Sin Inf,Lote o Predio,VIERNES  ,01,ENERO     ,820000,1180000,-75.70381587,6.22180566
-75.592245293557,6.22137899581895,753206,1706238,2020/01/31 00:00:00+00,09:00:00,31,2020,Caida Ocupante,CR 70 CL 16,CR  070   016  000 00000,1506,Malla vial,HERIDO,Parque Juan Pablo II,Guayabal,Tramo de via,VIERNES  ,01,ENERO     ,832350.23,1179950.86,-75.59224529,6.221379
-75.5500754389646,6.28182969232646,753207,1705984,2020/01/31 00:00:00+00,09:00:00,31,2020,Choque,CR 42 B CL 91,CR  042 B   091  000 00000,0301,Malla vial,SOLO DAÑOS,La Salle,Manrique,Lote o Predio,VIERNES  ,01,ENERO     ,837018.01,1186637.48,-75.55007544,6.28182969
-75.5603385747213,6.23839782995223,753208,1705788,2020/01/31 00:00:00+00,09:05:00,31,2020,Choque,CR 36 CL 41,CR  036   041  000 00000,0911,Malla vial,HERIDO,Gerona,Buenos Aires,Interseccion,VIERNES  ,01,ENERO     ,835882.11,1181833.3,-75.56033858,6.23839783
-75.5890576486021,6.25990873546593,753209,1705848,2020/01/31 00:00:00+00,09:20:00,31,2020,Choque,CL 50 CR 73,CL  050   073  000 00000,1115,Malla vial,HERIDO,Cuarta Brigada,Laureles Estadio,Tramo de via,VIERNES  ,01,ENERO     ,832703.28,1184212.76,-75.58905765,6.25990874
-75.5719528091559,6.21115795867914,753210,1706170,2020/01/31 00:00:00+00,09:20:00,31,2020,Choque,CL 10 CR 43 C,CL  010   043 C  000 00000,1419,Malla vial,SOLO DAÑOS,Manila,El Poblado,Interseccion,VIERNES  ,01,ENERO     ,834596.48,1178820.2,-75.57195281,6.21115796
-75.6040991171943,6.230187102361,753211,1705770,2020/01/31 00:00:00+00,09:40:00,31,2020,Choque,CR 82 A CL 29,CR  082 A   029  000 00000,1614,Malla vial,HERIDO,La Palma,Belén,Tramo de via,VIERNES  ,01,ENERO     ,831038.15,1180925.24,-75.60409912,6.2301871
-75.6072065906896,6.2767396838288,753212,1705913,2020/01/31 00:00:00+00,09:50:00,31,2020,Volcamiento,CR 96 CL 62,CR  096   062  000 00000,0719,Malla vial,HERIDO,Fuente Clara,Robledo,Lote o Predio,VIERNES  ,01,ENERO     ,830694.59,1186074.62,-75.60720659,6.27673968
-75.573525758935,6.23336820312994,753213,1705863,2020/01/31 00:00:00+00,10:20:00,31,2020,Caida Ocupante,CL 32 CR 48,CL  032   048  000 00000,1012,Malla vial,HERIDO,Perpetuo Socorro,La Candelaria,Interseccion,VIERNES  ,01,ENERO     ,834422.4,1181276.96,-75.57352576,6.2333682
-75.5894654638688,6.27719916013959,753214,1705930,2020/01/31 00:00:00+00,10:30:00,31,2020,Otro,CL 76 CR 80,CL  076   080  000 00000,0715,Malla vial,HERIDO,Villa Flora,Robledo,Lote o Predio,VIERNES  ,01,ENERO     ,832658.23,1186125.32,-75.58946546,6.27719916
-75.5734076556552,6.27628738974159,753215,1705915,2020/01/31 00:00:00+00,10:35:00,31,2020,Choque,CR 65 CL 80,CR  065   080  000 00000,0516,Malla vial,HERIDO,Terminal de Transporte,Castilla,Tramo de via,VIERNES  ,01,ENERO     ,834435.55,1186024.41,-75.57340766,6.27628739
-75.7038158742467,6.22180566397042,753216,1705780,2020/01/31 00:00:00+00,11:00:00,31,2020,Otro,CR 33 CL 65,CR  033   065  000 00000,,No Ubicada,HERIDO,,Sin Inf,Tramo de via,VIERNES  ,01,ENERO     ,820000,1180000,-75.70381587,6.22180566
-75.5427867489642,6.28713836372318,753217,1703865,2020/01/17 00:00:00+00,07:00:00,17,2020,Volcamiento,CR 32 CL 95,CR  032   095  000 00000,0108,Malla vial aproximada: CR 31-96,HERIDO,El Compromiso,Popular,Tramo de via,VIERNES  ,01,ENERO     ,837824.71,1187224.72,-75.54278675,6.28713836
-75.5656996363079,6.30008577492681,753218,1703919,2020/01/17 00:00:00+00,07:10:00,17,2020,Atropello,CL 103 FF CR 64 D,CL  103 FF  064 D  000 00000,0509,Malla vial,HERIDO,Girardot,Castilla,Tramo de via,VIERNES  ,01,ENERO     ,835288.7,1188656.83,-75.56569964,6.30008578
-75.5790068112745,6.20907290360682,753219,1703872,2020/01/17 00:00:00+00,07:20:00,17,2020,Otro,CR 50 CL 4,CR  050   004  000 00000,1507,Malla vial,HERIDO,Campo Amor,Guayabal,Tramo de via,VIERNES  ,01,ENERO     ,833815.62,1178589.58,-75.57900681,6.2090729
-75.5841500713008,6.28407547286745,753220,1703958,2020/01/17 00:00:00+00,07:30:00,17,2020,Volcamiento,CR 79 CL 85,CR  079   085  000 00000,0708,Malla vial aproximada: CR 80-85,HERIDO,Altamira,Robledo,Lote o Predio,VIERNES  ,01,ENERO     ,833246.58,1186885.91,-75.58415007,6.28407547
-75.5714897126716,6.2450050365729,753221,1703868,2020/01/17 00:00:00+00,07:30:00,17,2020,Caida Ocupante,CL 44 CR 52,CL  044   052  000 00000,1007,Malla vial,HERIDO,Guayaquil,La Candelaria,Tramo de via,VIERNES  ,01,ENERO     ,834647.79,1182564.15,-75.57148971,6.24500504
-75.7038158742467,6.22180566397042,753222,1703912,2020/01/17 00:00:00+00,07:40:00,17,2020,Choque,CL 3 CR 41,CL  003   041  000 00000,,No Ubicada,HERIDO,,Sin Inf,Tramo de via,VIERNES  ,01,ENERO     ,820000,1180000,-75.70381587,6.22180566
-75.5741667635672,6.26108582472309,753223,1704162,2020/01/17 00:00:00+00,07:50:00,17,2020,Choque,CR 63 CL 57,CR  063   057  000 00000,0701,Malla vial aproximada: CR 63-58,SOLO DAÑOS,Universidad Nacional,Robledo,Tramo de via,VIERNES  ,01,ENERO     ,834351.5,1184342.91,-75.57416676,6.26108583
-75.5696702296848,6.24736317269268,753224,1703942,2020/01/17 00:00:00+00,07:50:00,17,2020,Atropello,CL 46 CR 51,CL  046   051  000 00000,1019,EPM sin Interior,HERIDO,La Candelaria,La Candelaria,Lote o Predio,VIERNES  ,01,ENERO     ,834849.19,1182824.99,-75.56967023,6.24736317
-75.5813243541941,6.27718889913978,753225,1704239,2020/01/17 00:00:00+00,08:00:00,17,2020,Choque,CR 72 A CL 78 B,CR  072 A   078 B  000 00000,0708,Malla vial,SOLO DAÑOS,Altamira,Robledo,Interseccion,VIERNES  ,01,ENERO     ,833559.31,1186124.15,-75.58132435,6.2771889
-75.5590626039992,6.2859384005388,753226,1703927,2020/01/17 00:00:00+00,08:00:00,17,2020,Volcamiento,CL 94 CR 50 B,CL  094   050 B  000 00000,0402,Malla vial,HERIDO,San Isidro,Aranjuez,Tramo de via,VIERNES  ,01,ENERO     ,836023.29,1187091.94,-75.5590626,6.2859384
-75.5998987988698,6.22553417686353,753227,1703904,2020/01/17 00:00:00+00,08:10:00,17,2020,Choque,DG 80 CL 20 A,DG  080   020 A  000 00000,1605,Malla vial,HERIDO,San Bernardo,Belén,Tramo de via,VIERNES  ,01,ENERO     ,831503.06,1180410.53,-75.5998988,6.22553418
-75.7038158742467,6.22180566397042,753228,1703934,2020/01/17 00:00:00+00,08:40:00,17,2020,Choque,CL 4 F CR 73,CL  004 F   073  000 00000,,No Ubicada,HERIDO,,Sin Inf,Tramo de via,VIERNES  ,01,ENERO     ,820000,1180000,-75.70381587,6.22180566
-75.5748458531977,6.2543022044228,753229,1704055,2020/01/17 00:00:00+00,08:50:00,17,2020,Atropello,CR 57 CL 51,CR  057   051  000 00000,1006,Malla vial,HERIDO,San Benito,La Candelaria,Tramo de via,VIERNES  ,01,ENERO     ,834276.32,1183592.55,-75.57484585,6.2543022
-75.5814069612669,6.21470052720025,753230,1704069,2020/01/17 00:00:00+00,09:10:00,17,2020,Choque,CR 52 CL 10,CR  052   010  000 00000,1507,Malla vial,SOLO DAÑOS,Campo Amor,Guayabal,Tramo de via,VIERNES  ,01,ENERO     ,833549.95,1179212.08,-75.58140696,6.21470053
-75.5461227351896,6.27225543643653,753231,1704038,2020/01/17 00:00:00+00,09:20:00,17,2020,Choque,CL 81 CR 35,CL  081   035  000 00000,0304,Malla vial aproximada: CL 81-36,SOLO DAÑOS,Santa Inés,Manrique,Tramo de via,VIERNES  ,01,ENERO     ,837455.54,1185578.45,-75.54612274,6.27225544
